Sentence_ID,Token,BIO_Tag
96,,I-SOCIAL_SUPPORT
96,patient,I-SOCIAL_SUPPORT
96,or,I-SOCIAL_SUPPORT
96,family,I-SOCIAL_SUPPORT
96,member,I-SOCIAL_SUPPORT
96,assisted,I-SOCIAL_SUPPORT
96,with,I-SOCIAL_SUPPORT
96,scheduling,I-SOCIAL_SUPPORT
96,change,I-SOCIAL_SUPPORT
96,,I-SOCIAL_SUPPORT
96,,I-SOCIAL_SUPPORT
97,,B-SMOKING
97,"cigarettes,",I-SMOKING
97,no,I-SMOKING
98,drug,B-SMOKING
98,"use,",I-SMOKING
98,stopped,I-SMOKING
98,smoking,I-SMOKING
98,,I-SMOKING
98,date,I-SMOKING
98,",",I-SMOKING
98,and,I-SMOKING
99,,B-SOCIAL_SUPPORT
99,supportive,I-SOCIAL_SUPPORT
99,family,I-SOCIAL_SUPPORT
100,drink,B-ALCOHOL_USE
100,alcohol,I-ALCOHOL_USE
101,easily,B-ALCOHOL_USE
101,a,I-ALCOHOL_USE
101,six,I-ALCOHOL_USE
101,pack,I-ALCOHOL_USE
101,or,I-ALCOHOL_USE
101,better,I-ALCOHOL_USE
101,a,I-ALCOHOL_USE
101,day,I-ALCOHOL_USE
101,on,I-ALCOHOL_USE
101,weekends,I-ALCOHOL_USE
101,and,I-ALCOHOL_USE
101,five,I-ALCOHOL_USE
101,to,I-ALCOHOL_USE
101,six,I-ALCOHOL_USE
101,shots,I-ALCOHOL_USE
101,of,I-ALCOHOL_USE
101,alcohol,I-ALCOHOL_USE
102,"depression,",B-MENTAL_HEALTH
103,,B-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,family,I-SOCIAL_SUPPORT
103,member,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,primary,I-SOCIAL_SUPPORT
103,care,I-SOCIAL_SUPPORT
103,physician,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,physician,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,consulting,I-SOCIAL_SUPPORT
103,or,I-SOCIAL_SUPPORT
103,referring,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,pharmacy,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,other,I-SOCIAL_SUPPORT
103,,I-SOCIAL_SUPPORT
103,name,I-SOCIAL_SUPPORT
103,of,I-SOCIAL_SUPPORT
104,n,B-SOCIAL_SUPPORT
104,,I-SOCIAL_SUPPORT
104,recommendations,I-SOCIAL_SUPPORT
104,,I-SOCIAL_SUPPORT
104,patient,I-SOCIAL_SUPPORT
104,and,I-SOCIAL_SUPPORT
104,family,I-SOCIAL_SUPPORT
104,verbalize,I-SOCIAL_SUPPORT
104,understanding?,I-SOCIAL_SUPPORT
105,n,B-SOCIAL_SUPPORT
105,,I-SOCIAL_SUPPORT
105,does,I-SOCIAL_SUPPORT
105,patient,I-SOCIAL_SUPPORT
105,and,I-SOCIAL_SUPPORT
105,family,I-SOCIAL_SUPPORT
105,agree,I-SOCIAL_SUPPORT
105,with,I-SOCIAL_SUPPORT
105,plan?,I-SOCIAL_SUPPORT
106,patient,B-SOCIAL_SUPPORT
106,and,I-SOCIAL_SUPPORT
106,family,I-SOCIAL_SUPPORT
106,instructed,I-SOCIAL_SUPPORT
106,to,I-SOCIAL_SUPPORT
107,test,B-SOCIAL_SUPPORT
107,results,I-SOCIAL_SUPPORT
107,given,I-SOCIAL_SUPPORT
107,to,I-SOCIAL_SUPPORT
107,patient,I-SOCIAL_SUPPORT
107,or,I-SOCIAL_SUPPORT
107,family,I-SOCIAL_SUPPORT
107,member,I-SOCIAL_SUPPORT
107,,I-SOCIAL_SUPPORT
107,,I-SOCIAL_SUPPORT
107,patient,I-SOCIAL_SUPPORT
107,or,I-SOCIAL_SUPPORT
107,family,I-SOCIAL_SUPPORT
107,member,I-SOCIAL_SUPPORT
107,assisted,I-SOCIAL_SUPPORT
107,with,I-SOCIAL_SUPPORT
108,,B-SOCIAL_SUPPORT
108,family,I-SOCIAL_SUPPORT
108,member,I-SOCIAL_SUPPORT
108,,I-SOCIAL_SUPPORT
108,,I-SOCIAL_SUPPORT
108,primary,I-SOCIAL_SUPPORT
108,care,I-SOCIAL_SUPPORT
108,physician,I-SOCIAL_SUPPORT
108,,I-SOCIAL_SUPPORT
109,n,B-SOCIAL_SUPPORT
109,,I-SOCIAL_SUPPORT
109,y,I-SOCIAL_SUPPORT
109,recommendations,I-SOCIAL_SUPPORT
109,,I-SOCIAL_SUPPORT
109,patient,I-SOCIAL_SUPPORT
109,and,I-SOCIAL_SUPPORT
109,family,I-SOCIAL_SUPPORT
109,verbalize,I-SOCIAL_SUPPORT
109,understanding?,I-SOCIAL_SUPPORT
110,n,B-SOCIAL_SUPPORT
110,,I-SOCIAL_SUPPORT
110,y,I-SOCIAL_SUPPORT
110,does,I-SOCIAL_SUPPORT
110,patient,I-SOCIAL_SUPPORT
110,and,I-SOCIAL_SUPPORT
110,family,I-SOCIAL_SUPPORT
110,agree,I-SOCIAL_SUPPORT
110,with,I-SOCIAL_SUPPORT
110,plan?,I-SOCIAL_SUPPORT
111,patient,B-SOCIAL_SUPPORT
111,and,I-SOCIAL_SUPPORT
111,family,I-SOCIAL_SUPPORT
111,instructed,I-SOCIAL_SUPPORT
111,to,I-SOCIAL_SUPPORT
112,,B-SOCIAL_SUPPORT
112,,I-SOCIAL_SUPPORT
112,lab,I-SOCIAL_SUPPORT
112,or,I-SOCIAL_SUPPORT
112,other,I-SOCIAL_SUPPORT
112,test,I-SOCIAL_SUPPORT
112,results,I-SOCIAL_SUPPORT
112,given,I-SOCIAL_SUPPORT
112,to,I-SOCIAL_SUPPORT
112,patient,I-SOCIAL_SUPPORT
112,or,I-SOCIAL_SUPPORT
112,family,I-SOCIAL_SUPPORT
112,member,I-SOCIAL_SUPPORT
112,,I-SOCIAL_SUPPORT
112,,I-SOCIAL_SUPPORT
112,patient,I-SOCIAL_SUPPORT
112,or,I-SOCIAL_SUPPORT
112,family,I-SOCIAL_SUPPORT
112,member,I-SOCIAL_SUPPORT
112,assisted,I-SOCIAL_SUPPORT
112,with,I-SOCIAL_SUPPORT
112,scheduling,I-SOCIAL_SUPPORT
112,change,I-SOCIAL_SUPPORT
112,,I-SOCIAL_SUPPORT
112,,I-SOCIAL_SUPPORT
113,,B-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,family,I-SOCIAL_SUPPORT
113,member,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,primary,I-SOCIAL_SUPPORT
113,care,I-SOCIAL_SUPPORT
113,physician,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,physician,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,consulting,I-SOCIAL_SUPPORT
113,or,I-SOCIAL_SUPPORT
113,referring,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,pharmacy,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
113,other,I-SOCIAL_SUPPORT
113,,I-SOCIAL_SUPPORT
114,n,B-SOCIAL_SUPPORT
114,,I-SOCIAL_SUPPORT
114,recommendations,I-SOCIAL_SUPPORT
114,,I-SOCIAL_SUPPORT
114,patient,I-SOCIAL_SUPPORT
114,and,I-SOCIAL_SUPPORT
114,family,I-SOCIAL_SUPPORT
114,verbalize,I-SOCIAL_SUPPORT
114,understanding?,I-SOCIAL_SUPPORT
115,n,B-SOCIAL_SUPPORT
115,,I-SOCIAL_SUPPORT
115,does,I-SOCIAL_SUPPORT
115,patient,I-SOCIAL_SUPPORT
115,and,I-SOCIAL_SUPPORT
115,family,I-SOCIAL_SUPPORT
115,agree,I-SOCIAL_SUPPORT
115,with,I-SOCIAL_SUPPORT
115,plan?,I-SOCIAL_SUPPORT
116,patient,B-SOCIAL_SUPPORT
116,and,I-SOCIAL_SUPPORT
116,family,I-SOCIAL_SUPPORT
116,instructed,I-SOCIAL_SUPPORT
116,to,I-SOCIAL_SUPPORT
117,test,B-SOCIAL_SUPPORT
117,results,I-SOCIAL_SUPPORT
117,given,I-SOCIAL_SUPPORT
117,to,I-SOCIAL_SUPPORT
117,patient,I-SOCIAL_SUPPORT
117,or,I-SOCIAL_SUPPORT
117,family,I-SOCIAL_SUPPORT
117,member,I-SOCIAL_SUPPORT
117,,I-SOCIAL_SUPPORT
117,,I-SOCIAL_SUPPORT
117,patient,I-SOCIAL_SUPPORT
117,or,I-SOCIAL_SUPPORT
117,family,I-SOCIAL_SUPPORT
117,member,I-SOCIAL_SUPPORT
117,assisted,I-SOCIAL_SUPPORT
117,with,I-SOCIAL_SUPPORT
118,,B-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,family,I-SOCIAL_SUPPORT
118,member,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,primary,I-SOCIAL_SUPPORT
118,care,I-SOCIAL_SUPPORT
118,physician,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,physician,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,consulting,I-SOCIAL_SUPPORT
118,or,I-SOCIAL_SUPPORT
118,referring,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,pharmacy,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
118,other,I-SOCIAL_SUPPORT
118,,I-SOCIAL_SUPPORT
119,income,B-EMPLOYMENT
120,who,B-SOCIAL_SUPPORT
120,is,I-SOCIAL_SUPPORT
120,not,I-SOCIAL_SUPPORT
120,a,I-SOCIAL_SUPPORT
120,family,I-SOCIAL_SUPPORT
120,member,I-SOCIAL_SUPPORT
121,n,B-SOCIAL_SUPPORT
121,,I-SOCIAL_SUPPORT
121,recommendations,I-SOCIAL_SUPPORT
121,,I-SOCIAL_SUPPORT
121,patient,I-SOCIAL_SUPPORT
121,and,I-SOCIAL_SUPPORT
121,family,I-SOCIAL_SUPPORT
121,verbalize,I-SOCIAL_SUPPORT
121,understanding?,I-SOCIAL_SUPPORT
122,n,B-SOCIAL_SUPPORT
122,,I-SOCIAL_SUPPORT
122,y,I-SOCIAL_SUPPORT
122,does,I-SOCIAL_SUPPORT
122,patient,I-SOCIAL_SUPPORT
122,and,I-SOCIAL_SUPPORT
122,family,I-SOCIAL_SUPPORT
122,agree,I-SOCIAL_SUPPORT
122,with,I-SOCIAL_SUPPORT
122,plan?,I-SOCIAL_SUPPORT
123,patient,B-SOCIAL_SUPPORT
123,and,I-SOCIAL_SUPPORT
123,family,I-SOCIAL_SUPPORT
123,instructed,I-SOCIAL_SUPPORT
123,to,I-SOCIAL_SUPPORT
124,test,B-SOCIAL_SUPPORT
124,results,I-SOCIAL_SUPPORT
124,given,I-SOCIAL_SUPPORT
124,to,I-SOCIAL_SUPPORT
124,patient,I-SOCIAL_SUPPORT
124,or,I-SOCIAL_SUPPORT
124,family,I-SOCIAL_SUPPORT
124,member,I-SOCIAL_SUPPORT
124,,I-SOCIAL_SUPPORT
124,,I-SOCIAL_SUPPORT
124,patient,I-SOCIAL_SUPPORT
124,or,I-SOCIAL_SUPPORT
124,family,I-SOCIAL_SUPPORT
124,member,I-SOCIAL_SUPPORT
124,assisted,I-SOCIAL_SUPPORT
124,with,I-SOCIAL_SUPPORT
125,,B-SMOKING
125,"cigarettes,",I-SMOKING
125,no,I-SMOKING
126,drug,B-SMOKING
126,"use,",I-SMOKING
126,stopped,I-SMOKING
126,smoking,I-SMOKING
126,,I-SMOKING
126,date,I-SMOKING
126,",",I-SMOKING
126,and,I-SMOKING
127,,B-SOCIAL_SUPPORT
127,supportive,I-SOCIAL_SUPPORT
127,family,I-SOCIAL_SUPPORT
128,drink,B-ALCOHOL_USE
128,alcohol,I-ALCOHOL_USE
129,easily,B-ALCOHOL_USE
129,a,I-ALCOHOL_USE
129,six,I-ALCOHOL_USE
129,pack,I-ALCOHOL_USE
129,or,I-ALCOHOL_USE
129,better,I-ALCOHOL_USE
129,a,I-ALCOHOL_USE
129,day,I-ALCOHOL_USE
129,on,I-ALCOHOL_USE
129,weekends,I-ALCOHOL_USE
129,and,I-ALCOHOL_USE
129,five,I-ALCOHOL_USE
129,to,I-ALCOHOL_USE
129,six,I-ALCOHOL_USE
129,shots,I-ALCOHOL_USE
129,of,I-ALCOHOL_USE
129,alcohol,I-ALCOHOL_USE
130,",",B-MENTAL_HEALTH
130,"depression,",I-MENTAL_HEALTH
131,,B-SMOKING
131,"cigarettes,",I-SMOKING
131,no,I-SMOKING
132,drug,B-SMOKING
132,"use,",I-SMOKING
132,stopped,I-SMOKING
132,smoking,I-SMOKING
132,,I-SMOKING
132,date,I-SMOKING
132,",",I-SMOKING
132,and,I-SMOKING
133,,B-SOCIAL_SUPPORT
133,supportive,I-SOCIAL_SUPPORT
133,family,I-SOCIAL_SUPPORT
134,drink,B-ALCOHOL_USE
134,alcohol,I-ALCOHOL_USE
135,easily,B-ALCOHOL_USE
135,a,I-ALCOHOL_USE
135,six,I-ALCOHOL_USE
135,pack,I-ALCOHOL_USE
135,or,I-ALCOHOL_USE
135,better,I-ALCOHOL_USE
135,a,I-ALCOHOL_USE
135,day,I-ALCOHOL_USE
135,on,I-ALCOHOL_USE
135,weekends,I-ALCOHOL_USE
135,and,I-ALCOHOL_USE
135,five,I-ALCOHOL_USE
135,to,I-ALCOHOL_USE
135,six,I-ALCOHOL_USE
135,shots,I-ALCOHOL_USE
135,of,I-ALCOHOL_USE
135,alcohol,I-ALCOHOL_USE
136,",",B-MENTAL_HEALTH
136,"depression,",I-MENTAL_HEALTH
137,quit,B-SMOKING
137,smoking,I-SMOKING
137,17,I-SMOKING
137,years,I-SMOKING
137,ago,I-SMOKING
137,but,I-SMOKING
137,had,I-SMOKING
137,smoked,I-SMOKING
137,1.,I-SMOKING
137,0,I-SMOKING
137,pack,I-SMOKING
137,,I-SMOKING
137,day,I-SMOKING
137,for,I-SMOKING
137,20,I-SMOKING
137,years,I-SMOKING
138,he,B-ALCOHOL_USE
138,has,I-ALCOHOL_USE
138,no,I-ALCOHOL_USE
138,history,I-ALCOHOL_USE
138,of,I-ALCOHOL_USE
138,drinking,I-ALCOHOL_USE
139,he,B-SMOKING
139,has,I-SMOKING
139,indicated,I-SMOKING
139,exposure,I-SMOKING
139,to,I-SMOKING
139,the,I-SMOKING
139,following,I-SMOKING
139,products,I-SMOKING
139,,I-SMOKING
139,cigarettes.,I-SMOKING
140,,B-SOCIAL_SUPPORT
140,lives,I-SOCIAL_SUPPORT
140,alone.,I-SOCIAL_SUPPORT
141,family,B-SOCIAL_SUPPORT
141,history,I-SOCIAL_SUPPORT
142,"depression,",B-MENTAL_HEALTH
143,no,B-SMOKING
143,,I-SMOKING
143,smoking,I-SMOKING
143,,I-SMOKING
143,5,I-SMOKING
143,,I-SMOKING
144,quit,B-SMOKING
144,smoking,I-SMOKING
144,17,I-SMOKING
144,years,I-SMOKING
144,ago,I-SMOKING
144,but,I-SMOKING
144,had,I-SMOKING
144,smoked,I-SMOKING
144,1.,I-SMOKING
144,0,I-SMOKING
144,pack,I-SMOKING
144,,I-SMOKING
144,day,I-SMOKING
144,for,I-SMOKING
144,20,I-SMOKING
144,years,I-SMOKING
145,he,B-ALCOHOL_USE
145,has,I-ALCOHOL_USE
145,no,I-ALCOHOL_USE
145,history,I-ALCOHOL_USE
145,of,I-ALCOHOL_USE
145,drinking,I-ALCOHOL_USE
146,he,B-SMOKING
146,has,I-SMOKING
146,indicated,I-SMOKING
146,exposure,I-SMOKING
146,to,I-SMOKING
146,the,I-SMOKING
146,following,I-SMOKING
146,products,I-SMOKING
146,,I-SMOKING
146,cigarettes.,I-SMOKING
147,,B-SOCIAL_SUPPORT
147,lives,I-SOCIAL_SUPPORT
147,alone.,I-SOCIAL_SUPPORT
148,no,B-SMOKING
148,,I-SMOKING
148,smoking,I-SMOKING
148,,I-SMOKING
148,5,I-SMOKING
148,,I-SMOKING
148,performance,I-SMOKING
148,status,I-SMOKING
148,,I-SMOKING
148,0,I-SMOKING
148,-,I-SMOKING
148,fully,I-SMOKING
148,active,I-SMOKING
149,quit,B-SMOKING
149,smoking,I-SMOKING
149,17,I-SMOKING
149,years,I-SMOKING
149,ago,I-SMOKING
149,but,I-SMOKING
149,had,I-SMOKING
149,smoked,I-SMOKING
149,1.,I-SMOKING
149,0,I-SMOKING
149,pack,I-SMOKING
149,,I-SMOKING
149,day,I-SMOKING
149,for,I-SMOKING
149,20,I-SMOKING
149,years,I-SMOKING
150,he,B-ALCOHOL_USE
150,has,I-ALCOHOL_USE
150,no,I-ALCOHOL_USE
150,history,I-ALCOHOL_USE
150,of,I-ALCOHOL_USE
150,drinking,I-ALCOHOL_USE
151,he,B-SMOKING
151,has,I-SMOKING
151,indicated,I-SMOKING
151,exposure,I-SMOKING
151,to,I-SMOKING
151,the,I-SMOKING
151,following,I-SMOKING
151,products,I-SMOKING
151,,I-SMOKING
151,cigarettes.,I-SMOKING
152,,B-SOCIAL_SUPPORT
152,lives,I-SOCIAL_SUPPORT
152,alone.,I-SOCIAL_SUPPORT
153,",",B-MENTAL_HEALTH
153,"depression,",I-MENTAL_HEALTH
154,o2,B-SMOKING
154,sat,I-SMOKING
154,,I-SMOKING
154,,I-SMOKING
154,95,I-SMOKING
154,,I-SMOKING
154,,I-SMOKING
154,fall,I-SMOKING
154,risk,I-SMOKING
154,,I-SMOKING
154,no,I-SMOKING
154,,I-SMOKING
154,smoking,I-SMOKING
154,,I-SMOKING
154,5,I-SMOKING
154,,I-SMOKING
154,performance,I-SMOKING
154,status,I-SMOKING
154,,I-SMOKING
154,0,I-SMOKING
154,-,I-SMOKING
154,fully,I-SMOKING
154,"active,",I-SMOKING
154,able,I-SMOKING
154,to,I-SMOKING
154,carry,I-SMOKING
154,on,I-SMOKING
154,all,I-SMOKING
154,predise,I-SMOKING
155,new,B-MENTAL_HEALTH
155,patient,I-MENTAL_HEALTH
155,assessment,I-MENTAL_HEALTH
155,distress,I-MENTAL_HEALTH
155,screen.,I-MENTAL_HEALTH
155,pdf,I-MENTAL_HEALTH
156,quit,B-SMOKING
156,smoking,I-SMOKING
156,17,I-SMOKING
156,years,I-SMOKING
156,ago,I-SMOKING
156,but,I-SMOKING
156,had,I-SMOKING
156,smoked,I-SMOKING
156,1.,I-SMOKING
156,0,I-SMOKING
156,pack,I-SMOKING
156,,I-SMOKING
156,day,I-SMOKING
156,for,I-SMOKING
156,20,I-SMOKING
156,years,I-SMOKING
157,he,B-ALCOHOL_USE
157,has,I-ALCOHOL_USE
157,no,I-ALCOHOL_USE
157,history,I-ALCOHOL_USE
157,of,I-ALCOHOL_USE
157,drinking,I-ALCOHOL_USE
158,he,B-SMOKING
158,has,I-SMOKING
158,indicated,I-SMOKING
158,exposure,I-SMOKING
158,to,I-SMOKING
158,the,I-SMOKING
158,following,I-SMOKING
158,products,I-SMOKING
158,,I-SMOKING
158,cigarettes.,I-SMOKING
159,,B-SOCIAL_SUPPORT
159,lives,I-SOCIAL_SUPPORT
159,alone.,I-SOCIAL_SUPPORT
160,depression,B-MENTAL_HEALTH
161,no,B-SMOKING
161,,I-SMOKING
161,smoking,I-SMOKING
161,,I-SMOKING
161,5,I-SMOKING
161,,I-SMOKING
162,quit,B-SMOKING
162,smoking,I-SMOKING
162,17,I-SMOKING
162,years,I-SMOKING
162,ago,I-SMOKING
162,but,I-SMOKING
162,had,I-SMOKING
162,smoked,I-SMOKING
162,1.,I-SMOKING
162,0,I-SMOKING
162,pack,I-SMOKING
162,,I-SMOKING
162,day,I-SMOKING
162,for,I-SMOKING
162,20,I-SMOKING
162,years,I-SMOKING
163,he,B-ALCOHOL_USE
163,has,I-ALCOHOL_USE
163,no,I-ALCOHOL_USE
163,history,I-ALCOHOL_USE
163,of,I-ALCOHOL_USE
163,drinking,I-ALCOHOL_USE
164,he,B-SMOKING
164,has,I-SMOKING
164,indicated,I-SMOKING
164,exposure,I-SMOKING
164,to,I-SMOKING
164,the,I-SMOKING
164,following,I-SMOKING
164,products,I-SMOKING
164,,I-SMOKING
164,cigarettes.,I-SMOKING
165,,B-SOCIAL_SUPPORT
165,lives,I-SOCIAL_SUPPORT
165,alone.,I-SOCIAL_SUPPORT
166,",",B-MENTAL_HEALTH
166,"depression,",I-MENTAL_HEALTH
167,no,B-SMOKING
167,,I-SMOKING
167,smoking,I-SMOKING
167,,I-SMOKING
167,5,I-SMOKING
167,,I-SMOKING
168,quit,B-SMOKING
168,smoking,I-SMOKING
168,17,I-SMOKING
168,years,I-SMOKING
168,ago,I-SMOKING
168,but,I-SMOKING
168,had,I-SMOKING
168,smoked,I-SMOKING
168,1.,I-SMOKING
168,0,I-SMOKING
168,pack,I-SMOKING
168,,I-SMOKING
168,day,I-SMOKING
168,for,I-SMOKING
168,20,I-SMOKING
168,years,I-SMOKING
169,he,B-ALCOHOL_USE
169,has,I-ALCOHOL_USE
169,no,I-ALCOHOL_USE
169,history,I-ALCOHOL_USE
169,of,I-ALCOHOL_USE
169,drinking,I-ALCOHOL_USE
170,he,B-SMOKING
170,has,I-SMOKING
170,indicated,I-SMOKING
170,exposure,I-SMOKING
170,to,I-SMOKING
170,the,I-SMOKING
170,following,I-SMOKING
170,products,I-SMOKING
170,,I-SMOKING
170,cigarettes.,I-SMOKING
171,,B-SOCIAL_SUPPORT
171,lives,I-SOCIAL_SUPPORT
171,alone.,I-SOCIAL_SUPPORT
172,",",B-MENTAL_HEALTH
172,"depression,",I-MENTAL_HEALTH
173,,B-SMOKING
173,smoking,I-SMOKING
173,,I-SMOKING
173,5,I-SMOKING
173,,I-SMOKING
174,quit,B-SMOKING
174,smoking,I-SMOKING
174,17,I-SMOKING
174,years,I-SMOKING
174,ago,I-SMOKING
174,but,I-SMOKING
174,had,I-SMOKING
174,smoked,I-SMOKING
174,1.,I-SMOKING
174,0,I-SMOKING
174,pack,I-SMOKING
174,,I-SMOKING
174,day,I-SMOKING
174,for,I-SMOKING
174,20,I-SMOKING
174,years,I-SMOKING
175,he,B-ALCOHOL_USE
175,has,I-ALCOHOL_USE
175,no,I-ALCOHOL_USE
175,history,I-ALCOHOL_USE
175,of,I-ALCOHOL_USE
175,drinking,I-ALCOHOL_USE
176,he,B-SMOKING
176,has,I-SMOKING
176,indicated,I-SMOKING
176,exposure,I-SMOKING
176,to,I-SMOKING
176,the,I-SMOKING
176,following,I-SMOKING
176,products,I-SMOKING
176,,I-SMOKING
176,cigarettes.,I-SMOKING
177,,B-SOCIAL_SUPPORT
177,lives,I-SOCIAL_SUPPORT
177,alone.,I-SOCIAL_SUPPORT
178,total,B-SOCIAL_SUPPORT
178,time,I-SOCIAL_SUPPORT
178,spent,I-SOCIAL_SUPPORT
178,with,I-SOCIAL_SUPPORT
178,patient,I-SOCIAL_SUPPORT
178,and,I-SOCIAL_SUPPORT
178,,I-SOCIAL_SUPPORT
178,or,I-SOCIAL_SUPPORT
178,family,I-SOCIAL_SUPPORT
179,quit,B-SMOKING
179,smoking,I-SMOKING
179,17,I-SMOKING
179,years,I-SMOKING
179,ago,I-SMOKING
179,but,I-SMOKING
179,had,I-SMOKING
179,smoked,I-SMOKING
179,1.,I-SMOKING
179,0,I-SMOKING
179,pack,I-SMOKING
179,,I-SMOKING
179,day,I-SMOKING
179,for,I-SMOKING
179,20,I-SMOKING
179,years,I-SMOKING
180,he,B-ALCOHOL_USE
180,has,I-ALCOHOL_USE
180,no,I-ALCOHOL_USE
180,history,I-ALCOHOL_USE
180,of,I-ALCOHOL_USE
180,drinking,I-ALCOHOL_USE
181,he,B-SMOKING
181,has,I-SMOKING
181,indicated,I-SMOKING
181,exposure,I-SMOKING
181,to,I-SMOKING
181,the,I-SMOKING
181,following,I-SMOKING
181,products,I-SMOKING
181,,I-SMOKING
181,cigarettes.,I-SMOKING
182,,B-SOCIAL_SUPPORT
182,lives,I-SOCIAL_SUPPORT
182,alone.,I-SOCIAL_SUPPORT
183,",",B-MENTAL_HEALTH
183,"depression,",I-MENTAL_HEALTH
184,no,B-SMOKING
184,,I-SMOKING
184,smoking,I-SMOKING
184,,I-SMOKING
184,5,I-SMOKING
184,,I-SMOKING
184,performance,I-SMOKING
184,status,I-SMOKING
184,,I-SMOKING
184,0,I-SMOKING
184,-,I-SMOKING
184,fully,I-SMOKING
184,"active,",I-SMOKING
184,able,I-SMOKING
184,to,I-SMOKING
184,carry,I-SMOKING
184,on,I-SMOKING
184,all,I-SMOKING
184,predisease,I-SMOKING
184,activities,I-SMOKING
184,without,I-SMOKING
184,restrictions,I-SMOKING
185,quit,B-SMOKING
185,smoking,I-SMOKING
185,17,I-SMOKING
185,years,I-SMOKING
185,ago,I-SMOKING
185,but,I-SMOKING
185,had,I-SMOKING
185,smoked,I-SMOKING
185,1.,I-SMOKING
185,0,I-SMOKING
185,pack,I-SMOKING
185,,I-SMOKING
185,day,I-SMOKING
185,for,I-SMOKING
185,20,I-SMOKING
185,years,I-SMOKING
186,he,B-ALCOHOL_USE
186,has,I-ALCOHOL_USE
186,no,I-ALCOHOL_USE
186,history,I-ALCOHOL_USE
186,of,I-ALCOHOL_USE
186,drinking,I-ALCOHOL_USE
187,he,B-SMOKING
187,has,I-SMOKING
187,indicated,I-SMOKING
187,exposure,I-SMOKING
187,to,I-SMOKING
187,the,I-SMOKING
187,following,I-SMOKING
187,products,I-SMOKING
187,,I-SMOKING
187,cigarettes.,I-SMOKING
188,,B-SOCIAL_SUPPORT
188,lives,I-SOCIAL_SUPPORT
188,alone.,I-SOCIAL_SUPPORT
189,",",B-MENTAL_HEALTH
189,"depression,",I-MENTAL_HEALTH
190,,B-SMOKING
190,smoking,I-SMOKING
190,,I-SMOKING
190,5,I-SMOKING
190,,I-SMOKING
191,quit,B-SMOKING
191,smoking,I-SMOKING
191,17,I-SMOKING
191,years,I-SMOKING
191,ago,I-SMOKING
191,but,I-SMOKING
191,had,I-SMOKING
191,smoked,I-SMOKING
191,1.,I-SMOKING
191,0,I-SMOKING
191,pack,I-SMOKING
191,,I-SMOKING
191,day,I-SMOKING
191,for,I-SMOKING
191,20,I-SMOKING
191,years,I-SMOKING
192,he,B-ALCOHOL_USE
192,has,I-ALCOHOL_USE
192,no,I-ALCOHOL_USE
192,history,I-ALCOHOL_USE
192,of,I-ALCOHOL_USE
192,drinking,I-ALCOHOL_USE
193,he,B-SMOKING
193,has,I-SMOKING
193,indicated,I-SMOKING
193,exposure,I-SMOKING
193,to,I-SMOKING
193,the,I-SMOKING
193,following,I-SMOKING
193,products,I-SMOKING
193,,I-SMOKING
193,cigarettes.,I-SMOKING
194,,B-SOCIAL_SUPPORT
194,lives,I-SOCIAL_SUPPORT
194,alone.,I-SOCIAL_SUPPORT
195,",",B-MENTAL_HEALTH
195,"depression,",I-MENTAL_HEALTH
196,quit,B-SMOKING
196,smoking,I-SMOKING
196,17,I-SMOKING
196,years,I-SMOKING
196,ago,I-SMOKING
196,but,I-SMOKING
196,had,I-SMOKING
196,smoked,I-SMOKING
196,1.,I-SMOKING
196,0,I-SMOKING
196,pack,I-SMOKING
196,,I-SMOKING
196,day,I-SMOKING
196,for,I-SMOKING
